extent,cluster_id,start_date,end_date,heatwave_start,heatwave_end,time_range,lat_range,lon_range,heatwave_length,month,year,spatial_extent
"{'time_range': (9527, 9530), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1008,1966-02-07,1966-02-10,9527,9530,"(9527, 9530)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,2,1966,191705.0
"{'time_range': (9529, 9531), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1009,1966-02-09,1966-02-11,9529,9531,"(9529, 9531)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,2,1966,0.0
"{'time_range': (9538, 9542), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1010,1966-02-18,1966-02-22,9538,9542,"(9538, 9542)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,2,1966,191705.0
"{'time_range': (9545, 9548), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1013,1966-02-25,1966-02-28,9545,9548,"(9545, 9548)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,2,1966,191705.0
"{'time_range': (9607, 9614), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.912280701754408, 9.824561403508744), 'heatwave_length': 8}",1018,1966-04-28,1966-05-05,9607,9614,"(9607, 9614)","(40.78125, 54.84375)","(-4.912280701754408, 9.824561403508744)",8,4,1966,1724636.0
"{'time_range': (9622, 9627), 'lat_range': (45.0, 54.84375), 'lon_range': (0.7017543859648876, 9.824561403508744), 'heatwave_length': 6}",1020,1966-05-13,1966-05-18,9622,9627,"(9622, 9627)","(45.0, 54.84375)","(0.7017543859648876, 9.824561403508744)",6,5,1966,716486.0
"{'time_range': (9635, 9637), 'lat_range': (35.859375, 41.484375), 'lon_range': (-5.614035087719321, -1.4035087719298485), 'heatwave_length': 3}",1021,1966-05-26,1966-05-28,9635,9637,"(9635, 9637)","(35.859375, 41.484375)","(-5.614035087719321, -1.4035087719298485)",3,5,1966,229145.0
"{'time_range': (9648, 9658), 'lat_range': (40.078125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 11}",1022,1966-06-08,1966-06-18,9648,9658,"(9648, 9658)","(40.078125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",11,6,1966,1736279.0
"{'time_range': (9667, 9671), 'lat_range': (35.859375, 38.671875), 'lon_range': (-7.719298245614056, -1.4035087719298485), 'heatwave_length': 5}",1024,1966-06-27,1966-07-01,9667,9671,"(9667, 9671)","(35.859375, 38.671875)","(-7.719298245614056, -1.4035087719298485)",5,6,1966,175182.0
"{'time_range': (9681, 9684), 'lat_range': (35.859375, 46.40625), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 4}",1025,1966-07-11,1966-07-14,9681,9684,"(9681, 9684)","(35.859375, 46.40625)","(-8.421052631578968, -2.1052631578947603)",4,7,1966,621728.0
"{'time_range': (9690, 9692), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.122807017543831), 'heatwave_length': 3}",1026,1966-07-20,1966-07-22,9690,9692,"(9690, 9692)","(35.15625, 38.671875)","(7.017543859649096, 9.122807017543831)",3,7,1966,73332.0
"{'time_range': (9712, 9716), 'lat_range': (38.671875, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 5}",1027,1966-08-11,1966-08-15,9712,9716,"(9712, 9716)","(38.671875, 54.84375)","(-7.719298245614056, 9.824561403508744)",5,8,1966,2408660.0
"{'time_range': (9738, 9745), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 8}",1028,1966-09-06,1966-09-13,9738,9745,"(9738, 9745)","(35.859375, 54.84375)","(-7.719298245614056, 9.824561403508744)",8,9,1966,2900492.0
"{'time_range': (9765, 9772), 'lat_range': (45.703125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 8}",1029,1966-10-03,1966-10-10,9765,9772,"(9765, 9772)","(45.703125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",8,10,1966,1016068.0
"{'time_range': (9785, 9787), 'lat_range': (45.703125, 54.84375), 'lon_range': (2.1052631578947114, 6.315789473684184), 'heatwave_length': 3}",1030,1966-10-23,1966-10-25,9785,9787,"(9785, 9787)","(45.703125, 54.84375)","(2.1052631578947114, 6.315789473684184)",3,10,1966,304820.0
"{'time_range': (9852, 9856), 'lat_range': (36.5625, 54.84375), 'lon_range': (-8.421052631578968, 9.122807017543831), 'heatwave_length': 5}",1033,1966-12-29,1967-01-02,9852,9856,"(9852, 9856)","(36.5625, 54.84375)","(-8.421052631578968, 9.122807017543831)",5,12,1966,2775664.0
"{'time_range': (9880, 9889), 'lat_range': (40.078125, 54.84375), 'lon_range': (-3.5087719298245847, 9.824561403508744), 'heatwave_length': 10}",1034,1967-01-26,1967-02-04,9880,9889,"(9880, 9889)","(40.078125, 54.84375)","(-3.5087719298245847, 9.824561403508744)",10,1,1967,1649465.0
"{'time_range': (9882, 9884), 'lat_range': (35.859375, 42.1875), 'lon_range': (-4.2105263157894965, -1.4035087719298485), 'heatwave_length': 3}",1035,1967-01-28,1967-01-30,9882,9884,"(9882, 9884)","(35.859375, 42.1875)","(-4.2105263157894965, -1.4035087719298485)",3,1,1967,171011.0
"{'time_range': (9886, 9888), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1036,1967-02-01,1967-02-03,9886,9888,"(9886, 9888)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,2,1967,97776.0
"{'time_range': (9905, 9910), 'lat_range': (37.265625, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 6}",1037,1967-02-20,1967-02-25,9905,9910,"(9905, 9910)","(37.265625, 54.84375)","(-9.824561403508792, 9.824561403508744)",6,2,1967,2970323.0
"{'time_range': (9907, 9911), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1038,1967-02-22,1967-02-26,9907,9911,"(9907, 9911)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,2,1967,191705.0
"{'time_range': (9911, 9913), 'lat_range': (51.328125, 54.84375), 'lon_range': (2.8070175438596237, 9.824561403508744), 'heatwave_length': 3}",1039,1967-02-26,1967-02-28,9911,9913,"(9911, 9913)","(51.328125, 54.84375)","(2.8070175438596237, 9.824561403508744)",3,2,1967,183625.0
"{'time_range': (9913, 9922), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 10}",1040,1967-02-28,1967-03-09,9913,9922,"(9913, 9922)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",10,2,1967,191705.0
"{'time_range': (9914, 9919), 'lat_range': (35.859375, 54.84375), 'lon_range': (-8.421052631578968, 2.8070175438596237), 'heatwave_length': 6}",1041,1967-03-01,1967-03-06,9914,9919,"(9914, 9919)","(35.859375, 54.84375)","(-8.421052631578968, 2.8070175438596237)",6,3,1967,1856315.0
"{'time_range': (9919, 9924), 'lat_range': (48.515625, 54.84375), 'lon_range': (0.7017543859648876, 9.824561403508744), 'heatwave_length': 6}",1042,1967-03-06,1967-03-11,9919,9924,"(9919, 9924)","(48.515625, 54.84375)","(0.7017543859648876, 9.824561403508744)",6,3,1967,443590.0
"{'time_range': (9935, 9937), 'lat_range': (35.859375, 40.78125), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 3}",1043,1967-03-22,1967-03-24,9935,9937,"(9935, 9937)","(35.859375, 40.78125)","(-8.421052631578968, -2.1052631578947603)",3,3,1967,302224.0
"{'time_range': (9951, 9953), 'lat_range': (48.515625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 3}",1044,1967-04-07,1967-04-09,9951,9953,"(9951, 9953)","(48.515625, 54.84375)","(-9.824561403508792, -7.719298245614056)",3,4,1967,102367.0
"{'time_range': (9984, 9989), 'lat_range': (40.78125, 54.84375), 'lon_range': (2.1052631578947114, 9.824561403508744), 'heatwave_length': 6}",1045,1967-05-10,1967-05-15,9984,9989,"(9984, 9989)","(40.78125, 54.84375)","(2.1052631578947114, 9.824561403508744)",6,5,1967,903381.0
"{'time_range': (9987, 9990), 'lat_range': (47.8125, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1046,1967-05-13,1967-05-16,9987,9990,"(9987, 9990)","(47.8125, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,5,1967,114622.0
"{'time_range': (10001, 10004), 'lat_range': (45.0, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1047,1967-05-27,1967-05-30,10001,10004,"(10001, 10004)","(45.0, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,5,1967,165343.0
"{'time_range': (10002, 10004), 'lat_range': (49.921875, 54.84375), 'lon_range': (-2.8070175438596725, 8.42105263157892), 'heatwave_length': 3}",1048,1967-05-28,1967-05-30,10002,10004,"(10002, 10004)","(49.921875, 54.84375)","(-2.8070175438596725, 8.42105263157892)",3,5,1967,418008.0
"{'time_range': (10028, 10032), 'lat_range': (47.109375, 54.84375), 'lon_range': (0.7017543859648876, 8.42105263157892), 'heatwave_length': 5}",1050,1967-06-23,1967-06-27,10028,10032,"(10028, 10032)","(47.109375, 54.84375)","(0.7017543859648876, 8.42105263157892)",5,6,1967,465844.0
"{'time_range': (10047, 10049), 'lat_range': (40.78125, 54.84375), 'lon_range': (-0.7017543859649364, 8.42105263157892), 'heatwave_length': 3}",1052,1967-07-12,1967-07-14,10047,10049,"(10047, 10049)","(40.78125, 54.84375)","(-0.7017543859649364, 8.42105263157892)",3,7,1967,1067632.0
"{'time_range': (10052, 10060), 'lat_range': (36.5625, 54.84375), 'lon_range': (-9.824561403508792, 9.122807017543831), 'heatwave_length': 9}",1053,1967-07-17,1967-07-25,10052,10060,"(10052, 10060)","(36.5625, 54.84375)","(-9.824561403508792, 9.122807017543831)",9,7,1967,2997717.0
"{'time_range': (10121, 10128), 'lat_range': (40.078125, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 8}",1054,1967-09-24,1967-10-01,10121,10128,"(10121, 10128)","(40.078125, 54.84375)","(-7.719298245614056, 9.824561403508744)",8,9,1967,2170349.0
"{'time_range': (10134, 10154), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.122807017543881, 9.824561403508744), 'heatwave_length': 21}",1055,1967-10-07,1967-10-27,10134,10154,"(10134, 10154)","(35.859375, 54.84375)","(-9.122807017543881, 9.824561403508744)",21,10,1967,3132531.0
"{'time_range': (10168, 10178), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 11}",1056,1967-11-10,1967-11-20,10168,10178,"(10168, 10178)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",11,11,1967,191705.0
"{'time_range': (10169, 10173), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 5.614035087719271), 'heatwave_length': 5}",1057,1967-11-11,1967-11-15,10169,10173,"(10169, 10173)","(35.859375, 54.84375)","(-7.719298245614056, 5.614035087719271)",5,11,1967,2204374.0
"{'time_range': (10174, 10178), 'lat_range': (43.59375, 54.84375), 'lon_range': (-4.2105263157894965, 2.1052631578947114), 'heatwave_length': 5}",1058,1967-11-16,1967-11-20,10174,10178,"(10174, 10178)","(43.59375, 54.84375)","(-4.2105263157894965, 2.1052631578947114)",5,11,1967,575115.0
"{'time_range': (10190, 10195), 'lat_range': (50.625, 54.84375), 'lon_range': (-2.1052631578947603, 1.4035087719297996), 'heatwave_length': 6}",1059,1967-12-02,1967-12-07,10190,10195,"(10190, 10195)","(50.625, 54.84375)","(-2.1052631578947603, 1.4035087719297996)",6,12,1967,111073.0
"{'time_range': (10209, 10211), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 3}",1060,1967-12-21,1967-12-23,10209,10211,"(10209, 10211)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",3,12,1967,97776.0
"{'time_range': (10210, 10212), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 3}",1061,1967-12-22,1967-12-24,10210,10212,"(10210, 10212)","(40.078125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",3,12,1967,1562651.0
"{'time_range': (10233, 10241), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 9}",1062,1968-01-14,1968-01-22,10233,10241,"(10233, 10241)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",9,1,1968,3248551.0
"{'time_range': (10302, 10311), 'lat_range': (40.078125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 10}",1068,1968-03-24,1968-04-02,10302,10311,"(10302, 10311)","(40.078125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",10,3,1968,1736279.0
"{'time_range': (10314, 10316), 'lat_range': (54.84375, 54.84375), 'lon_range': (-4.2105263157894965, -0.7017543859649364), 'heatwave_length': 3}",1069,1968-04-05,1968-04-07,10314,10316,"(10314, 10316)","(54.84375, 54.84375)","(-4.2105263157894965, -0.7017543859649364)",3,4,1968,0.0
"{'time_range': (10325, 10334), 'lat_range': (40.78125, 54.84375), 'lon_range': (-4.2105263157894965, 9.824561403508744), 'heatwave_length': 10}",1070,1968-04-16,1968-04-25,10325,10334,"(10325, 10334)","(40.78125, 54.84375)","(-4.2105263157894965, 9.824561403508744)",10,4,1968,1642511.0
"{'time_range': (10328, 10331), 'lat_range': (44.296875, 50.625), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 4}",1071,1968-04-19,1968-04-22,10328,10331,"(10328, 10331)","(44.296875, 50.625)","(-9.824561403508792, -8.421052631578968)",4,4,1968,74412.0
"{'time_range': (10334, 10336), 'lat_range': (41.484375, 46.40625), 'lon_range': (7.719298245614008, 9.824561403508744), 'heatwave_length': 3}",1072,1968-04-25,1968-04-27,10334,10336,"(10334, 10336)","(41.484375, 46.40625)","(7.719298245614008, 9.824561403508744)",3,4,1968,92452.0
"{'time_range': (10341, 10344), 'lat_range': (46.40625, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1073,1968-05-02,1968-05-05,10341,10344,"(10341, 10344)","(46.40625, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,5,1968,139645.0
"{'time_range': (10353, 10357), 'lat_range': (35.859375, 40.78125), 'lon_range': (-8.421052631578968, -2.1052631578947603), 'heatwave_length': 5}",1075,1968-05-14,1968-05-18,10353,10357,"(10353, 10357)","(35.859375, 40.78125)","(-8.421052631578968, -2.1052631578947603)",5,5,1968,302224.0
"{'time_range': (10380, 10387), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 8}",1076,1968-06-10,1968-06-17,10380,10387,"(10380, 10387)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",8,6,1968,97776.0
"{'time_range': (10384, 10389), 'lat_range': (51.328125, 54.84375), 'lon_range': (3.508771929824536, 9.824561403508744), 'heatwave_length': 6}",1077,1968-06-14,1968-06-19,10384,10389,"(10384, 10389)","(51.328125, 54.84375)","(3.508771929824536, 9.824561403508744)",6,6,1968,165262.0
"{'time_range': (10397, 10403), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 7}",1078,1968-06-27,1968-07-03,10397,10403,"(10397, 10403)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",7,6,1968,3248551.0
"{'time_range': (10408, 10412), 'lat_range': (37.96875, 54.84375), 'lon_range': (-8.421052631578968, 4.9122807017543595), 'heatwave_length': 5}",1080,1968-07-08,1968-07-12,10408,10412,"(10408, 10412)","(37.96875, 54.84375)","(-8.421052631578968, 4.9122807017543595)",5,7,1968,1922599.0
"{'time_range': (10421, 10427), 'lat_range': (35.859375, 41.484375), 'lon_range': (-7.719298245614056, -1.4035087719298485), 'heatwave_length': 7}",1081,1968-07-21,1968-07-27,10421,10427,"(10421, 10427)","(35.859375, 41.484375)","(-7.719298245614056, -1.4035087719298485)",7,7,1968,343717.0
"{'time_range': (10452, 10456), 'lat_range': (35.859375, 47.8125), 'lon_range': (-9.122807017543881, 4.210526315789448), 'heatwave_length': 5}",1083,1968-08-21,1968-08-25,10452,10456,"(10452, 10456)","(35.859375, 47.8125)","(-9.122807017543881, 4.210526315789448)",5,8,1968,1471487.0
"{'time_range': (10453, 10455), 'lat_range': (40.78125, 45.703125), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",1084,1968-08-22,1968-08-24,10453,10455,"(10453, 10455)","(40.78125, 45.703125)","(5.614035087719271, 9.824561403508744)",3,8,1968,187078.0
"{'time_range': (10470, 10473), 'lat_range': (45.703125, 54.84375), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 4}",1085,1968-09-08,1968-09-11,10470,10473,"(10470, 10473)","(45.703125, 54.84375)","(5.614035087719271, 9.824561403508744)",4,9,1968,304820.0
"{'time_range': (10485, 10490), 'lat_range': (35.859375, 47.8125), 'lon_range': (-9.824561403508792, -1.4035087719298485), 'heatwave_length': 6}",1086,1968-09-23,1968-09-28,10485,10490,"(10485, 10490)","(35.859375, 47.8125)","(-9.824561403508792, -1.4035087719298485)",6,9,1968,929360.0
"{'time_range': (10495, 10500), 'lat_range': (35.859375, 48.515625), 'lon_range': (-7.719298245614056, -2.4424906541753444e-14), 'heatwave_length': 6}",1087,1968-10-03,1968-10-08,10495,10500,"(10495, 10500)","(35.859375, 48.515625)","(-7.719298245614056, -2.4424906541753444e-14)",6,10,1968,897054.0
"{'time_range': (10503, 10507), 'lat_range': (37.265625, 54.84375), 'lon_range': (-8.421052631578968, 7.017543859649096), 'heatwave_length': 5}",1088,1968-10-11,1968-10-15,10503,10507,"(10503, 10507)","(37.265625, 54.84375)","(-8.421052631578968, 7.017543859649096)",5,10,1968,2333825.0
"{'time_range': (10510, 10515), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",1089,1968-10-18,1968-10-23,10510,10515,"(10510, 10515)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,10,1968,97776.0
"{'time_range': (10511, 10516), 'lat_range': (35.859375, 49.921875), 'lon_range': (-8.421052631578968, 0.7017543859648876), 'heatwave_length': 6}",1090,1968-10-19,1968-10-24,10511,10516,"(10511, 10516)","(35.859375, 49.921875)","(-8.421052631578968, 0.7017543859648876)",6,10,1968,1164760.0
"{'time_range': (10512, 10514), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 3}",1091,1968-10-20,1968-10-22,10512,10514,"(10512, 10514)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",3,10,1968,240528.0
"{'time_range': (10520, 10527), 'lat_range': (35.859375, 54.84375), 'lon_range': (-7.719298245614056, 9.824561403508744), 'heatwave_length': 8}",1092,1968-10-28,1968-11-04,10520,10527,"(10520, 10527)","(35.859375, 54.84375)","(-7.719298245614056, 9.824561403508744)",8,10,1968,2900492.0
"{'time_range': (10521, 10525), 'lat_range': (43.59375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 5}",1093,1968-10-29,1968-11-02,10521,10525,"(10521, 10525)","(43.59375, 54.84375)","(-9.824561403508792, -7.719298245614056)",5,10,1968,191705.0
"{'time_range': (10537, 10540), 'lat_range': (47.109375, 54.84375), 'lon_range': (-9.824561403508792, -7.719298245614056), 'heatwave_length': 4}",1094,1968-11-14,1968-11-17,10537,10540,"(10537, 10540)","(47.109375, 54.84375)","(-9.824561403508792, -7.719298245614056)",4,11,1968,127048.0
"{'time_range': (10545, 10552), 'lat_range': (35.859375, 54.140625), 'lon_range': (-9.824561403508792, 4.210526315789448), 'heatwave_length': 8}",1095,1968-11-22,1968-11-29,10545,10552,"(10545, 10552)","(35.859375, 54.140625)","(-9.824561403508792, 4.210526315789448)",8,11,1968,2248290.0
"{'time_range': (10548, 10551), 'lat_range': (40.078125, 46.40625), 'lon_range': (5.614035087719271, 9.824561403508744), 'heatwave_length': 4}",1096,1968-11-25,1968-11-28,10548,10551,"(10548, 10551)","(40.078125, 46.40625)","(5.614035087719271, 9.824561403508744)",4,11,1968,240528.0
"{'time_range': (10574, 10579), 'lat_range': (36.5625, 49.921875), 'lon_range': (-9.824561403508792, 5.614035087719271), 'heatwave_length': 6}",1097,1968-12-21,1968-12-26,10574,10579,"(10574, 10579)","(36.5625, 49.921875)","(-9.824561403508792, 5.614035087719271)",6,12,1968,1861867.0
"{'time_range': (10577, 10579), 'lat_range': (46.40625, 54.84375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",1098,1968-12-24,1968-12-26,10577,10579,"(10577, 10579)","(46.40625, 54.84375)","(-9.824561403508792, -8.421052631578968)",3,12,1968,93097.0
"{'time_range': (10602, 10611), 'lat_range': (35.859375, 54.84375), 'lon_range': (-9.824561403508792, 9.824561403508744), 'heatwave_length': 10}",1099,1969-01-18,1969-01-27,10602,10611,"(10602, 10611)","(35.859375, 54.84375)","(-9.824561403508792, 9.824561403508744)",10,1,1969,3248551.0
"{'time_range': (10603, 10606), 'lat_range': (43.59375, 50.625), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 4}",1100,1969-01-19,1969-01-22,10603,10606,"(10603, 10606)","(43.59375, 50.625)","(-9.824561403508792, -8.421052631578968)",4,1,1969,83231.0
"{'time_range': (10604, 10609), 'lat_range': (35.15625, 38.671875), 'lon_range': (7.017543859649096, 9.824561403508744), 'heatwave_length': 6}",1101,1969-01-20,1969-01-25,10604,10609,"(10604, 10609)","(35.15625, 38.671875)","(7.017543859649096, 9.824561403508744)",6,1,1969,97776.0
"{'time_range': (10680, 10686), 'lat_range': (40.078125, 54.84375), 'lon_range': (-2.8070175438596725, 9.824561403508744), 'heatwave_length': 7}",1102,1969-04-06,1969-04-12,10680,10686,"(10680, 10686)","(40.078125, 54.84375)","(-2.8070175438596725, 9.824561403508744)",7,4,1969,1562651.0
"{'time_range': (10699, 10701), 'lat_range': (46.40625, 53.4375), 'lon_range': (-9.824561403508792, -8.421052631578968), 'heatwave_length': 3}",1104,1969-04-25,1969-04-27,10699,10701,"(10699, 10701)","(46.40625, 53.4375)","(-9.824561403508792, -8.421052631578968)",3,4,1969,78735.0
"{'time_range': (10700, 10704), 'lat_range': (52.03125, 54.84375), 'lon_range': (-4.2105263157894965, 7.017543859649096), 'heatwave_length': 5}",1105,1969-04-26,1969-04-30,10700,10704,"(10700, 10704)","(52.03125, 54.84375)","(-4.2105263157894965, 7.017543859649096)",5,4,1969,233115.0
